月末交易日,收益日期,对标指数代码,对标指数,收盘价,日收益率
2023-01-31,2022-10-31,000819.SH,中证申万有色金属指数,5198.5172,-0.0066297712903749
2023-01-31,2022-11-01,000819.SH,中证申万有色金属指数,5410.3543,0.0407495237295743
2023-01-31,2022-11-02,000819.SH,中证申万有色金属指数,5486.2692,0.0140314101056191
2023-01-31,2022-11-03,000819.SH,中证申万有色金属指数,5450.4811,-0.00652321253211563
2023-01-31,2022-11-04,000819.SH,中证申万有色金属指数,5687.8899,0.0435574026667114
2023-01-31,2022-11-07,000819.SH,中证申万有色金属指数,5832.4329,0.0254124117275898
2023-01-31,2022-11-08,000819.SH,中证申万有色金属指数,5851.1957,0.00321697657250386
2023-01-31,2022-11-09,000819.SH,中证申万有色金属指数,5845.6281,-0.000951532009090039
2023-01-31,2022-11-10,000819.SH,中证申万有色金属指数,5718.3512,-0.021773006736436
2023-01-31,2022-11-11,000819.SH,中证申万有色金属指数,5874.0798,0.0272331297175312
2023-01-31,2022-11-14,000819.SH,中证申万有色金属指数,5762.5771,-0.0189821561498024
2023-01-31,2022-11-15,000819.SH,中证申万有色金属指数,5833.576,0.0123206854794184
2023-01-31,2022-11-16,000819.SH,中证申万有色金属指数,5774.5434,-0.0101194533164564
2023-01-31,2022-11-17,000819.SH,中证申万有色金属指数,5682.1022,-0.0160083999022328
2023-01-31,2022-11-18,000819.SH,中证申万有色金属指数,5585.2767,-0.0170404361963078
2023-01-31,2022-11-21,000819.SH,中证申万有色金属指数,5597.3218,0.00215658071156954
2023-01-31,2022-11-22,000819.SH,中证申万有色金属指数,5556.7613,-0.00724641202512233
2023-01-31,2022-11-23,000819.SH,中证申万有色金属指数,5583.0111,0.00472393874467847
2023-01-31,2022-11-24,000819.SH,中证申万有色金属指数,5623.0483,0.00717125566882726
2023-01-31,2022-11-25,000819.SH,中证申万有色金属指数,5579.1899,-0.00779975516127085
2023-01-31,2022-11-28,000819.SH,中证申万有色金属指数,5509.4437,-0.0125011339011781
2023-01-31,2022-11-29,000819.SH,中证申万有色金属指数,5599.3681,0.0163218656722093
2023-01-31,2022-11-30,000819.SH,中证申万有色金属指数,5625.7171,0.00470570956033423
2023-01-31,2022-12-01,000819.SH,中证申万有色金属指数,5716.0061,0.0160493317376376
2023-01-31,2022-12-02,000819.SH,中证申万有色金属指数,5631.491,-0.0147856910089721
2023-01-31,2022-12-05,000819.SH,中证申万有色金属指数,5731.9408,0.0178371589335755
2023-01-31,2022-12-06,000819.SH,中证申万有色金属指数,5745.4169,0.0023510535907838
2023-01-31,2022-12-07,000819.SH,中证申万有色金属指数,5721.5834,-0.00414826293980508
2023-01-31,2022-12-08,000819.SH,中证申万有色金属指数,5705.9776,-0.00272753168292539
2023-01-31,2022-12-09,000819.SH,中证申万有色金属指数,5809.1568,0.0180826507275458
2023-01-31,2022-12-12,000819.SH,中证申万有色金属指数,5651.4091,-0.0271550081072006
2023-01-31,2022-12-13,000819.SH,中证申万有色金属指数,5670.0379,0.00329631064932112
2023-01-31,2022-12-14,000819.SH,中证申万有色金属指数,5665.9495,-0.000721053381318781
2023-01-31,2022-12-15,000819.SH,中证申万有色金属指数,5657.5001,-0.0014912593202604
2023-01-31,2022-12-16,000819.SH,中证申万有色金属指数,5545.7334,-0.0197554923596025
2023-01-31,2022-12-19,000819.SH,中证申万有色金属指数,5513.1883,-0.00586849342595519
2023-01-31,2022-12-20,000819.SH,中证申万有色金属指数,5431.4378,-0.0148281712053986
2023-01-31,2022-12-21,000819.SH,中证申万有色金属指数,5398.1677,-0.00612546828760507
2023-01-31,2022-12-22,000819.SH,中证申万有色金属指数,5294.3029,-0.0192407508940488
2023-01-31,2022-12-23,000819.SH,中证申万有色金属指数,5276.094,-0.00343933853879042
2023-01-31,2022-12-26,000819.SH,中证申万有色金属指数,5336.469,0.0114431244022566
2023-01-31,2022-12-27,000819.SH,中证申万有色金属指数,5421.0897,0.0158570582907913
2023-01-31,2022-12-28,000819.SH,中证申万有色金属指数,5380.6636,-0.00745719075631612
2023-01-31,2022-12-29,000819.SH,中证申万有色金属指数,5330.6882,-0.00928796217626393
2023-01-31,2022-12-30,000819.SH,中证申万有色金属指数,5300.8413,-0.0055990706790916
2023-01-31,2023-01-03,000819.SH,中证申万有色金属指数,5437.0068,0.0256875262422966
2023-01-31,2023-01-04,000819.SH,中证申万有色金属指数,5342.032,-0.0174682143123308
2023-01-31,2023-01-05,000819.SH,中证申万有色金属指数,5417.6516,0.0141555872372161
2023-01-31,2023-01-06,000819.SH,中证申万有色金属指数,5493.2352,0.0139513585554301
2023-01-31,2023-01-09,000819.SH,中证申万有色金属指数,5649.0123,0.0283579883854237
2023-01-31,2023-01-10,000819.SH,中证申万有色金属指数,5673.8729,0.0044008755300462
2023-01-31,2023-01-11,000819.SH,中证申万有色金属指数,5661.4634,-0.00218713041668606
2023-01-31,2023-01-12,000819.SH,中证申万有色金属指数,5681.7575,0.00358460323173682
2023-01-31,2023-01-13,000819.SH,中证申万有色金属指数,5701.4202,0.00346067215997858
2023-01-31,2023-01-16,000819.SH,中证申万有色金属指数,5752.6004,0.00897674582904817
2023-01-31,2023-01-17,000819.SH,中证申万有色金属指数,5738.5196,-0.00244772781366853
2023-01-31,2023-01-18,000819.SH,中证申万有色金属指数,5796.1294,0.0100391397112245
2023-01-31,2023-01-19,000819.SH,中证申万有色金属指数,5825.9204,0.00513980933551972
2023-01-31,2023-01-20,000819.SH,中证申万有色金属指数,6004.5879,0.0306676864311433
2023-01-31,2023-01-30,000819.SH,中证申万有色金属指数,6059.3302,0.00911674554718389
2023-01-31,2023-01-31,000819.SH,中证申万有色金属指数,6086.7962,0.00453284424077105
2023-01-31,2023-02-01,000819.SH,中证申万有色金属指数,6258.6444,0.0282329479012293
2023-01-31,2023-02-02,000819.SH,中证申万有色金属指数,6209.9223,-0.00778476885505752
2023-01-31,2023-02-03,000819.SH,中证申万有色金属指数,6122.2672,-0.0141153295911609
2023-01-31,2023-02-06,000819.SH,中证申万有色金属指数,6008.1165,-0.0186451679207991
2023-01-31,2023-02-07,000819.SH,中证申万有色金属指数,6040.8827,0.00545365590031421
